id,context,instruction,display_tokens,answer_words,choices,difficulty,type,full_response
361,The new intern seems nervous about the presentation.,Make an appropriate sentence.,Maybe we should ____ ____ ____ ____ ____ ____ ____.,show|her|how|the|slides|are|arranged,are|slides|show|really|the|how|arranged|her,medium,show_how,Maybe we should show her how the slides are arranged.
362,The exchange student looks confused by the schedule.,Make an appropriate sentence.,Maybe we should ____ ____ ____ ____ ____ ____ ____.,show|him|how|the|calendar|is|organized,is|him|the|organized|show|how|really|calendar,medium,show_how,Maybe we should show him how the calendar is organized.
363,The junior assistant seems lost in the file room.,Make an appropriate sentence.,Maybe we should ____ ____ ____ ____ ____ ____ ____.,show|her|where|the|folders|are|stored,the|show|folders|really|stored|are|where|her,medium,show_how,Maybe we should show her where the folders are stored.
364,The new volunteer is unsure about the event map.,Make an appropriate sentence.,Maybe we should ____ ____ ____ ____ ____ ____ ____.,show|him|how|the|booths|are|numbered,how|show|the|today|booths|him|numbered|really|are,medium,show_how,Maybe we should show him how the booths are numbered.
365,The trainee looks confused by the dashboard.,Make an appropriate sentence.,Maybe we should show ____ ____ ____ ____ ____ ____ ____.,her|where|the|main|tools|are|located,her|really|located|tools|main|where|the|are,medium,show_how,Maybe we should show her where the main tools are located.
366,The substitute teacher seems unsure about the portal.,Make an appropriate sentence.,Maybe we should ____ ____ ____ ____ ____ ____ ____.,show|him|how|the|attendance|page|works,works|how|show|the|page|attendance|him|really,medium,show_how,Maybe we should show him how the attendance page works.
367,The new clerk looks worried about the booking system.,Make an appropriate sentence.,Maybe we should ____ ____ ____ ____ ____ ____ ____.,show|her|how|the|screen|is|organized,organized|how|screen|her|is|show|really|the,medium,show_how,Maybe we should show her how the screen is organized.
368,The first-year student seems lost in the lab.,Make an appropriate sentence.,Maybe we should ____ ____ ____ ____ ____ ____ ____.,show|him|where|the|materials|are|kept,materials|today|him|are|show|where|really|the|kept,medium,show_how,Maybe we should show him where the materials are kept.
369,The museum guide looks unsure about the route.,Make an appropriate sentence.,Maybe we should ____ ____ ____ ____ ____ ____ ____.,show|her|how|the|tour|is|sequenced,tour|how|her|show|really|is|sequenced|the,medium,show_how,Maybe we should show her how the tour is sequenced.
370,The new coach seems confused by the roster sheet.,Make an appropriate sentence.,Maybe we should ____ ____ ____ ____ ____ ____ ____.,show|him|how|the|names|are|listed,him|today|listed|are|names|the|show|how|really,medium,show_how,Maybe we should show him how the names are listed.
371,The replacement host looks nervous backstage.,Make an appropriate sentence.,Maybe we should show ____ ____ ____ ____ ____ ____ ____.,her|where|the|cue|cards|are|placed,her|really|cards|where|the|cue|placed|are,medium,show_how,Maybe we should show her where the cue cards are placed.
372,The new barista seems unsure about the register.,Make an appropriate sentence.,Maybe we should ____ ____ ____ ____ ____ ____ ____.,show|him|how|the|orders|are|entered,show|him|orders|are|really|how|the|entered,medium,show_how,Maybe we should show him how the orders are entered.
373,The student helper looks confused by the archive system.,Make an appropriate sentence.,Maybe we should ____ ____ ____ ____ ____ ____ ____.,show|her|where|the|records|are|filed,records|really|show|the|her|filed|are|where,medium,show_how,Maybe we should show her where the records are filed.
374,The guest lecturer seems unsure about the projector.,Make an appropriate sentence.,Maybe we should ____ ____ ____ ____ ____ ____ ____.,show|him|how|the|remote|is|used,remote|show|the|him|is|how|used|really,medium,show_how,Maybe we should show him how the remote is used.
375,The new receptionist looks lost with the phone menu.,Make an appropriate sentence.,Maybe we should ____ ____ ____ ____ ____ ____ ____.,show|her|how|the|extensions|are|listed,today|really|listed|the|her|are|how|extensions|show,medium,show_how,Maybe we should show her how the extensions are listed.
376,The volunteer photographer seems unsure about the upload folder.,Make an appropriate sentence.,Maybe we should ____ ____ ____ ____ ____ ____ ____.,show|him|where|the|images|are|saved,him|show|really|saved|where|images|the|are,medium,show_how,Maybe we should show him where the images are saved.
377,The assistant coach looks confused by the practice plan.,Make an appropriate sentence.,Maybe we should ____ ____ ____ ____ ____ ____ ____.,show|her|how|the|drills|are|ordered,the|ordered|show|drills|really|how|her|are,medium,show_how,Maybe we should show her how the drills are ordered.
378,The new editor seems lost in the publishing system.,Make an appropriate sentence.,Maybe we should ____ ____ ____ ____ ____ ____ ____.,show|him|where|the|drafts|are|stored,drafts|are|show|him|where|the|stored|really,medium,show_how,Maybe we should show him where the drafts are stored.
379,The trainee guide looks unsure about the check-in desk.,Make an appropriate sentence.,Maybe we should ____ ____ ____ ____ ____ ____ ____.,show|her|how|the|line|is|managed,managed|is|line|the|her|how|really|show,medium,show_how,Maybe we should show her how the line is managed.
380,The new technician seems confused by the control panel.,Make an appropriate sentence.,Maybe we should ____ ____ ____ ____ ____ ____ ____.,show|him|where|the|settings|are|located,him|really|where|the|settings|show|are|located,medium,show_how,Maybe we should show him where the settings are located.
381,The rehearsal ended before everyone arrived.,Make an appropriate sentence.,Do you know ____ ____ ____ ____ ____ ____ ____?,why|the|director|canceled|the|warm-up|yesterday,canceled|why|the|today|warm-up|the|really|director|yesterday,medium,know_why_canceled,Do you know why the director canceled the warm-up yesterday?
382,The picnic never actually started.,Make an appropriate sentence.,Do you know ____ ____ ____ ____ ____ ____ ____?,why|the|organizers|canceled|the|event|yesterday,why|organizers|the|event|the|canceled|yesterday|really,medium,know_why_canceled,Do you know why the organizers canceled the event yesterday?
383,The advising session disappeared from the calendar.,Make an appropriate sentence.,Do you know ____ ____ ____ ____ ____ ____ ____?,why|the|office|canceled|the|meeting|yesterday,why|office|really|canceled|the|today|yesterday|the|meeting,medium,know_why_canceled,Do you know why the office canceled the meeting yesterday?
384,The club trip was removed from the schedule.,Make an appropriate sentence.,Do you know ____ ____ ____ ____ ____ ____ ____?,why|the|advisor|canceled|the|trip|yesterday,the|the|canceled|really|why|yesterday|trip|advisor,medium,know_why_canceled,Do you know why the advisor canceled the trip yesterday?
385,The library tour suddenly vanished online.,Make an appropriate sentence.,Do you know ____ ____ ____ ____ ____ ____ ____?,why|the|staff|canceled|the|tour|yesterday,yesterday|the|the|staff|canceled|really|why|today|tour,medium,know_why_canceled,Do you know why the staff canceled the tour yesterday?
386,The interview slot was gone when I checked again.,Make an appropriate sentence.,Do you know ____ ____ ____ ____ ____ ____ ____?,why|the|manager|canceled|the|interview|yesterday,the|why|manager|interview|really|the|canceled|yesterday,medium,know_why_canceled,Do you know why the manager canceled the interview yesterday?
387,The training video session never happened.,Make an appropriate sentence.,Do you know ____ ____ ____ ____ ____ ____ ____?,why|the|team|canceled|the|lesson|yesterday,why|the|yesterday|the|team|canceled|lesson|really,medium,know_why_canceled,Do you know why the team canceled the lesson yesterday?
388,The evening class was missing from the app.,Make an appropriate sentence.,Do you know ____ ____ ____ ____ ____ ____ ____?,why|the|school|canceled|the|class|yesterday,the|the|class|yesterday|really|canceled|school|why|today,medium,know_why_canceled,Do you know why the school canceled the class yesterday?
389,The harbor cruise disappeared from the website.,Make an appropriate sentence.,Do you know ____ ____ ____ ____ ____ ____ ____?,why|the|company|canceled|the|trip|yesterday,canceled|really|company|why|trip|the|yesterday|the,medium,know_why_canceled,Do you know why the company canceled the trip yesterday?
390,The review meeting was removed from the agenda.,Make an appropriate sentence.,Do you know ____ ____ ____ ____ ____ ____ ____?,why|the|chair|canceled|the|meeting|yesterday,yesterday|the|why|the|chair|canceled|meeting|really,medium,know_why_canceled,Do you know why the chair canceled the meeting yesterday?
391,The live demonstration was gone by noon.,Make an appropriate sentence.,Do you know ____ ____ ____ ____ ____ ____ ____?,why|the|host|canceled|the|demo|yesterday,why|canceled|really|the|yesterday|demo|host|the,medium,know_why_canceled,Do you know why the host canceled the demo yesterday?
392,The bus excursion stopped taking sign-ups.,Make an appropriate sentence.,Do you know ____ ____ ____ ____ ____ ____ ____?,why|the|office|canceled|the|tour|yesterday,canceled|yesterday|tour|really|the|why|office|the,medium,know_why_canceled,Do you know why the office canceled the tour yesterday?
393,The volunteer session was suddenly crossed out.,Make an appropriate sentence.,Do you know ____ ____ ____ ____ ____ ____ ____?,why|the|coordinator|canceled|the|session|yesterday,canceled|really|session|why|the|yesterday|today|the|coordinator,medium,know_why_canceled,Do you know why the coordinator canceled the session yesterday?
394,The author talk was removed from the poster.,Make an appropriate sentence.,Do you know ____ ____ ____ ____ ____ ____ ____?,why|the|library|canceled|the|event|yesterday,the|really|the|event|yesterday|library|canceled|why,medium,know_why_canceled,Do you know why the library canceled the event yesterday?
395,The morning seminar disappeared from the portal.,Make an appropriate sentence.,Do you know ____ ____ ____ ____ ____ ____ ____?,why|the|department|canceled|the|seminar|yesterday,really|the|seminar|yesterday|the|canceled|why|department,medium,know_why_canceled,Do you know why the department canceled the seminar yesterday?
396,The open studio was not listed anymore.,Make an appropriate sentence.,Do you know ____ ____ ____ ____ ____ ____ ____?,why|the|museum|canceled|the|workshop|yesterday,canceled|why|the|really|workshop|yesterday|museum|the,medium,know_why_canceled,Do you know why the museum canceled the workshop yesterday?
397,The campus shuttle trip was called off.,Make an appropriate sentence.,Do you know ____ ____ ____ ____ ____ ____ ____?,why|the|office|canceled|the|ride|yesterday,office|the|why|the|really|yesterday|ride|canceled,medium,know_why_canceled,Do you know why the office canceled the ride yesterday?
398,The guest lesson disappeared from the schedule.,Make an appropriate sentence.,Do you know ____ ____ ____ ____ ____ ____ ____?,why|the|teacher|canceled|the|class|yesterday,canceled|today|the|class|teacher|the|yesterday|really|why,medium,know_why_canceled,Do you know why the teacher canceled the class yesterday?
399,The alumni mixer was missing online.,Make an appropriate sentence.,Do you know ____ ____ ____ ____ ____ ____ ____?,why|the|school|canceled|the|reception|yesterday,the|the|reception|school|yesterday|canceled|really|why,medium,know_why_canceled,Do you know why the school canceled the reception yesterday?
400,The evening performance no longer appeared.,Make an appropriate sentence.,Do you know ____ ____ ____ ____ ____ ____ ____?,why|the|theater|canceled|the|show|yesterday,the|show|the|why|canceled|yesterday|theater|really,medium,know_why_canceled,Do you know why the theater canceled the show yesterday?
401,This new ticket machine is confusing.,Make an appropriate sentence.,Could you explain how ____ ____ ____ ____ ____ ____ ____?,the|payment|screen|is|supposed|to|work,is|screen|work|supposed|payment|to|really|the,medium,explain_how,Could you explain how the payment screen is supposed to work?
402,The updated grading policy seems unclear.,Make an appropriate sentence.,Could you explain how ____ ____ ____ ____ ____ ____ ____?,the|new|system|is|supposed|to|work,really|today|to|new|the|work|is|supposed|system,medium,explain_how,Could you explain how the new system is supposed to work?
403,The smart locker instructions are hard to follow.,Make an appropriate sentence.,Could you explain how ____ ____ ____ ____ ____ ____ ____?,the|code|panel|is|supposed|to|work,is|supposed|today|to|really|work|code|the|panel,medium,explain_how,Could you explain how the code panel is supposed to work?
404,This bike-sharing app keeps changing screens.,Make an appropriate sentence.,Could you explain how ____ ____ ____ ____ ____ ____ ____?,the|unlock|feature|is|supposed|to|work,the|to|really|feature|is|work|unlock|today|supposed,medium,explain_how,Could you explain how the unlock feature is supposed to work?
405,The new printer menu is surprisingly complex.,Make an appropriate sentence.,Could you explain how ____ ____ ____ ____ ____ ____ ____?,the|wireless|setup|is|supposed|to|work,to|the|really|setup|supposed|work|wireless|is,medium,explain_how,Could you explain how the wireless setup is supposed to work?
406,The lab reservation site looks different now.,Make an appropriate sentence.,Could you explain how ____ ____ ____ ____ ____ ____ ____?,the|booking|page|is|supposed|to|work,really|page|supposed|the|is|booking|work|to,medium,explain_how,Could you explain how the booking page is supposed to work?
407,The membership renewal process is confusing.,Make an appropriate sentence.,Could you explain how ____ ____ ____ ____ ____ ____ ____?,the|online|form|is|supposed|to|work,supposed|form|is|really|work|online|to|the,medium,explain_how,Could you explain how the online form is supposed to work?
408,This vending machine has too many options.,Make an appropriate sentence.,Could you explain how ____ ____ ____ ____ ____ ____ ____?,the|selection|menu|is|supposed|to|work,supposed|selection|the|menu|to|is|work|really|today,medium,explain_how,Could you explain how the selection menu is supposed to work?
409,The apartment buzzer system changed this week.,Make an appropriate sentence.,Could you explain how ____ ____ ____ ____ ____ ____ ____?,the|call|button|is|supposed|to|work,the|button|call|to|is|really|today|work|supposed,medium,explain_how,Could you explain how the call button is supposed to work?
410,The digital archive site has a new layout.,Make an appropriate sentence.,Could you explain how ____ ____ ____ ____ ____ ____ ____?,the|search|filter|is|supposed|to|work,search|work|is|to|filter|really|the|supposed,medium,explain_how,Could you explain how the search filter is supposed to work?
411,The airport check-in kiosk feels unfamiliar.,Make an appropriate sentence.,Could you explain how ____ ____ ____ ____ ____ ____ ____?,the|passport|scanner|is|supposed|to|work,to|passport|the|is|work|scanner|supposed|really,medium,explain_how,Could you explain how the passport scanner is supposed to work?
412,The museum audio guide menu is odd.,Make an appropriate sentence.,Could you explain how ____ ____ ____ ____ ____ ____ ____?,the|language|setting|is|supposed|to|work,the|is|today|really|language|supposed|to|setting|work,medium,explain_how,Could you explain how the language setting is supposed to work?
413,The library self-checkout machine changed.,Make an appropriate sentence.,Could you explain how ____ ____ ____ ____ ____ ____ ____?,the|receipt|option|is|supposed|to|work,is|to|option|the|supposed|really|receipt|work,medium,explain_how,Could you explain how the receipt option is supposed to work?
414,The campus portal added a scheduling tool.,Make an appropriate sentence.,Could you explain how ____ ____ ____ ____ ____ ____ ____?,the|calendar|feature|is|supposed|to|work,feature|is|to|today|calendar|work|really|supposed|the,medium,explain_how,Could you explain how the calendar feature is supposed to work?
415,The photo printer has a brand-new touch screen.,Make an appropriate sentence.,Could you explain how ____ ____ ____ ____ ____ ____ ____?,the|preview|page|is|supposed|to|work,to|preview|work|really|supposed|is|today|page|the,medium,explain_how,Could you explain how the preview page is supposed to work?
416,The bus card machine now has a top-up menu.,Make an appropriate sentence.,Could you explain how ____ ____ ____ ____ ____ ____ ____?,the|reload|step|is|supposed|to|work,the|supposed|work|to|is|really|reload|step,medium,explain_how,Could you explain how the reload step is supposed to work?
417,The ride-share app uses a different map now.,Make an appropriate sentence.,Could you explain how ____ ____ ____ ____ ____ ____ ____?,the|pickup|pin|is|supposed|to|work,work|supposed|pin|is|the|really|to|pickup,medium,explain_how,Could you explain how the pickup pin is supposed to work?
418,The new coffee machine looks complicated.,Make an appropriate sentence.,Could you explain how ____ ____ ____ ____ ____ ____ ____?,the|milk|setting|is|supposed|to|work,supposed|the|setting|really|work|milk|is|to,medium,explain_how,Could you explain how the milk setting is supposed to work?
419,The research database now uses a filter panel.,Make an appropriate sentence.,Could you explain how ____ ____ ____ ____ ____ ____ ____?,the|advanced|search|is|supposed|to|work,supposed|work|to|advanced|the|is|really|today|search,medium,explain_how,Could you explain how the advanced search is supposed to work?
420,The office phone system changed overnight.,Make an appropriate sentence.,Could you explain how ____ ____ ____ ____ ____ ____ ____?,the|transfer|button|is|supposed|to|work,button|work|is|supposed|really|to|the|today|transfer,medium,explain_how,Could you explain how the transfer button is supposed to work?
421,I am waiting for an important delivery.,Make an appropriate sentence.,I want to ____ ____ ____ ____ ____ ____ ____.,know|whether|the|package|has|arrived|yet,know|whether|has|yet|really|package|arrived|the,medium,want_to_know,I want to know whether the package has arrived yet.
422,My passport application should be here soon.,Make an appropriate sentence.,I want to ____ ____ ____ ____ ____ ____ ____.,know|whether|the|envelope|has|arrived|yet,yet|know|today|the|whether|really|envelope|arrived|has,medium,want_to_know,I want to know whether the envelope has arrived yet.
423,The bookstore shipped my order last week.,Make an appropriate sentence.,I want to ____ ____ ____ ____ ____ ____ ____.,know|whether|the|box|has|arrived|yet,arrived|the|box|today|really|whether|yet|has|know,medium,want_to_know,I want to know whether the box has arrived yet.
424,The printer said my posters were ready.,Make an appropriate sentence.,I want to ____ ____ ____ ____ ____ ____ ____.,know|whether|the|order|has|arrived|yet,whether|really|has|order|yet|arrived|know|the,medium,want_to_know,I want to know whether the order has arrived yet.
425,The office mailed the conference documents.,Make an appropriate sentence.,I want to ____ ____ ____ ____ ____ ____ ____.,know|whether|the|folder|has|arrived|yet,folder|know|whether|yet|the|has|really|arrived,medium,want_to_know,I want to know whether the folder has arrived yet.
426,My camera lens is supposed to come today.,Make an appropriate sentence.,I want to ____ ____ ____ ____ ____ ____ ____.,know|whether|the|delivery|has|arrived|yet,the|whether|arrived|yet|delivery|today|has|know|really,medium,want_to_know,I want to know whether the delivery has arrived yet.
427,The travel agency promised to send the tickets.,Make an appropriate sentence.,I want to ____ ____ ____ ____ ____ ____ ____.,know|whether|the|documents|have|arrived|yet,whether|know|arrived|really|have|documents|yet|today|the,medium,want_to_know,I want to know whether the documents have arrived yet.
428,The museum mailed my membership card.,Make an appropriate sentence.,I want to ____ ____ ____ ____ ____ ____ ____.,know|whether|the|card|has|arrived|yet,really|yet|the|card|has|know|today|whether|arrived,medium,want_to_know,I want to know whether the card has arrived yet.
429,The lab ordered the replacement battery.,Make an appropriate sentence.,I want to ____ ____ ____ ____ ____ ____ ____.,know|whether|the|part|has|arrived|yet,yet|part|arrived|really|has|know|the|whether,medium,want_to_know,I want to know whether the part has arrived yet.
430,The school said the certificate would arrive soon.,Make an appropriate sentence.,I want to ____ ____ ____ ____ ____ ____ ____.,know|whether|the|mail|has|arrived|yet,really|today|has|mail|yet|whether|arrived|know|the,medium,want_to_know,I want to know whether the mail has arrived yet.
431,The archive sent the requested files.,Make an appropriate sentence.,I want to ____ ____ ____ ____ ____ ____ ____.,know|whether|the|records|have|arrived|yet,really|know|yet|whether|have|records|arrived|the|today,medium,want_to_know,I want to know whether the records have arrived yet.
432,The tailor promised my jacket would be ready today.,Make an appropriate sentence.,I want to ____ ____ ____ ____ ____ ____ ____.,know|whether|the|parcel|has|arrived|yet,parcel|has|really|today|arrived|whether|the|yet|know,medium,want_to_know,I want to know whether the parcel has arrived yet.
433,The gallery shipped the printed catalog.,Make an appropriate sentence.,I want to ____ ____ ____ ____ ____ ____ ____.,know|whether|the|book|has|arrived|yet,the|book|whether|arrived|yet|has|know|really,medium,want_to_know,I want to know whether the book has arrived yet.
434,My visa documents are supposed to come today.,Make an appropriate sentence.,I want to ____ ____ ____ ____ ____ ____ ____.,know|whether|the|papers|have|arrived|yet,have|really|the|papers|whether|yet|know|today|arrived,medium,want_to_know,I want to know whether the papers have arrived yet.
435,The electronics store sent a replacement charger.,Make an appropriate sentence.,I want to ____ ____ ____ ____ ____ ____ ____.,know|whether|the|item|has|arrived|yet,arrived|today|know|the|has|yet|whether|item|really,medium,want_to_know,I want to know whether the item has arrived yet.
436,The office ordered new name tags.,Make an appropriate sentence.,I want to ____ ____ ____ ____ ____ ____ ____.,know|whether|the|shipment|has|arrived|yet,know|has|shipment|the|really|whether|yet|arrived,medium,want_to_know,I want to know whether the shipment has arrived yet.
437,The stationery shop mailed the sketchbooks.,Make an appropriate sentence.,I want to ____ ____ ____ ____ ____ ____ ____.,know|whether|the|order|has|arrived|yet,has|know|arrived|order|yet|really|the|whether,medium,want_to_know,I want to know whether the order has arrived yet.
438,The lab supplier sent the glass slides.,Make an appropriate sentence.,I want to ____ ____ ____ ____ ____ ____ ____.,know|whether|the|materials|have|arrived|yet,know|have|materials|really|whether|yet|the|arrived,medium,want_to_know,I want to know whether the materials have arrived yet.
439,The concert venue mailed our backstage passes.,Make an appropriate sentence.,I want to ____ ____ ____ ____ ____ ____ ____.,know|whether|the|passes|have|arrived|yet,really|have|whether|the|passes|know|arrived|yet,medium,want_to_know,I want to know whether the passes have arrived yet.
440,The travel store shipped my backpack yesterday.,Make an appropriate sentence.,I want to ____ ____ ____ ____ ____ ____ ____.,know|whether|the|package|has|arrived|yet,arrived|yet|really|whether|know|package|has|the,medium,want_to_know,I want to know whether the package has arrived yet.
441,We have to choose a team leader by tomorrow.,Make an appropriate sentence.,We need to ____ ____ ____ ____ ____ ____ ____.,decide|which|candidate|should|lead|the|project,candidate|decide|project|which|lead|the|really|should,medium,need_decide,We need to decide which candidate should lead the project.
442,The committee must appoint a chair soon.,Make an appropriate sentence.,We need to ____ ____ ____ ____ ____ ____ ____.,decide|which|member|should|lead|the|group,group|the|decide|which|really|lead|should|member,medium,need_decide,We need to decide which member should lead the group.
443,Our class has to pick a presenter for Friday.,Make an appropriate sentence.,We need to ____ ____ ____ ____ ____ ____ ____.,decide|which|student|should|lead|the|presentation,decide|which|the|student|should|really|lead|presentation,medium,need_decide,We need to decide which student should lead the presentation.
444,The volunteer team needs a coordinator.,Make an appropriate sentence.,We need to ____ ____ ____ ____ ____ ____ ____.,decide|which|person|should|lead|the|event,which|should|the|lead|really|event|decide|person,medium,need_decide,We need to decide which person should lead the event.
445,The design group wants one editor in charge.,Make an appropriate sentence.,We need to ____ ____ ____ ____ ____ ____ ____.,decide|which|designer|should|lead|the|team,lead|team|should|decide|which|really|designer|the,medium,need_decide,We need to decide which designer should lead the team.
446,The startup club needs a new president.,Make an appropriate sentence.,We need to ____ ____ ____ ____ ____ ____ ____.,decide|which|member|should|lead|the|club,should|club|lead|the|really|today|decide|which|member,medium,need_decide,We need to decide which member should lead the club.
447,The debate team has to choose a captain.,Make an appropriate sentence.,We need to ____ ____ ____ ____ ____ ____ ____.,decide|which|speaker|should|lead|the|team,speaker|decide|the|today|team|really|should|which|lead,medium,need_decide,We need to decide which speaker should lead the team.
448,The trip committee needs a group organizer.,Make an appropriate sentence.,We need to ____ ____ ____ ____ ____ ____ ____.,decide|which|student|should|lead|the|trip,today|trip|which|decide|the|really|should|lead|student,medium,need_decide,We need to decide which student should lead the trip.
449,Our band needs someone to direct rehearsal.,Make an appropriate sentence.,We need to ____ ____ ____ ____ ____ ____ ____.,decide|which|musician|should|lead|the|practice,decide|musician|really|the|lead|should|practice|which,medium,need_decide,We need to decide which musician should lead the practice.
450,The project team needs a discussion chair.,Make an appropriate sentence.,We need to ____ ____ ____ ____ ____ ____ ____.,decide|which|intern|should|lead|the|meeting,lead|intern|really|which|decide|today|should|meeting|the,medium,need_decide,We need to decide which intern should lead the meeting.
451,The workshop requires a host for the panel.,Make an appropriate sentence.,We need to ____ ____ ____ ____ ____ ____ ____.,decide|which|moderator|should|lead|the|session,really|decide|which|moderator|should|session|the|lead|today,medium,need_decide,We need to decide which moderator should lead the session.
452,The fundraiser needs one person at the front desk.,Make an appropriate sentence.,We need to ____ ____ ____ ____ ____ ____ ____.,decide|which|volunteer|should|lead|the|check-in,which|should|lead|check-in|volunteer|today|really|the|decide,medium,need_decide,We need to decide which volunteer should lead the check-in.
453,The theater group needs an assistant director.,Make an appropriate sentence.,We need to ____ ____ ____ ____ ____ ____ ____.,decide|which|actor|should|lead|the|warm-up,actor|which|should|decide|warm-up|lead|really|the,medium,need_decide,We need to decide which actor should lead the warm-up.
454,The science team must pick a lead researcher.,Make an appropriate sentence.,We need to ____ ____ ____ ____ ____ ____ ____.,decide|which|student|should|lead|the|experiment,should|experiment|which|decide|really|the|lead|student,medium,need_decide,We need to decide which student should lead the experiment.
455,The class newspaper needs a new section head.,Make an appropriate sentence.,We need to ____ ____ ____ ____ ____ ____ ____.,decide|which|writer|should|lead|the|desk,the|writer|desk|which|should|decide|lead|really,medium,need_decide,We need to decide which writer should lead the desk.
456,The museum event needs someone to guide visitors.,Make an appropriate sentence.,We need to ____ ____ ____ ____ ____ ____ ____.,decide|which|guide|should|lead|the|tour,which|decide|the|guide|should|lead|really|tour|today,medium,need_decide,We need to decide which guide should lead the tour.
457,The hackathon group needs a coding lead.,Make an appropriate sentence.,We need to ____ ____ ____ ____ ____ ____ ____.,decide|which|developer|should|lead|the|build,should|the|developer|lead|build|really|decide|which,medium,need_decide,We need to decide which developer should lead the build.
458,The film club must pick a discussion host.,Make an appropriate sentence.,We need to ____ ____ ____ ____ ____ ____ ____.,decide|which|member|should|lead|the|talk,talk|should|member|today|really|decide|which|lead|the,medium,need_decide,We need to decide which member should lead the talk.
459,The camp team needs one person to lead songs.,Make an appropriate sentence.,We need to ____ ____ ____ ____ ____ ____ ____.,decide|which|counselor|should|lead|the|activity,which|counselor|really|the|activity|decide|should|lead,medium,need_decide,We need to decide which counselor should lead the activity.
460,The planning group has to appoint a coordinator.,Make an appropriate sentence.,We need to ____ ____ ____ ____ ____ ____ ____.,decide|which|planner|should|lead|the|proposal,should|lead|which|proposal|really|decide|today|the|planner,medium,need_decide,We need to decide which planner should lead the proposal.
461,Did you stop by the store after class?,Make an appropriate sentence.,I was ____ ____ ____ ____ ____ ____ ____.,surprised|that|the|shop|closed|so|early,really|today|the|closed|surprised|so|early|shop|that,medium,surprised_closed,I was surprised that the shop closed so early.
462,What happened at the bank this afternoon?,Make an appropriate sentence.,I was ____ ____ ____ ____ ____ ____ ____.,surprised|that|the|branch|closed|so|early,really|early|today|the|closed|branch|so|that|surprised,medium,surprised_closed,I was surprised that the branch closed so early.
463,How was your visit to the museum?,Make an appropriate sentence.,I was ____ ____ ____ ____ ____ ____ ____.,surprised|that|the|gallery|closed|so|early,early|that|today|surprised|gallery|so|the|really|closed,medium,surprised_closed,I was surprised that the gallery closed so early.
464,Did you go to the café near the station?,Make an appropriate sentence.,I was ____ ____ ____ ____ ____ ____ ____.,surprised|that|the|café|closed|so|early,early|that|today|surprised|the|café|really|so|closed,medium,surprised_closed,I was surprised that the café closed so early.
465,What was the airport counter like?,Make an appropriate sentence.,I was ____ ____ ____ ____ ____ ____ ____.,surprised|that|the|desk|closed|so|early,the|closed|early|surprised|desk|really|so|that|today,medium,surprised_closed,I was surprised that the desk closed so early.
466,Did you check the pharmacy after lunch?,Make an appropriate sentence.,I was ____ ____ ____ ____ ____ ____ ____.,surprised|that|the|counter|closed|so|early,surprised|counter|so|that|the|early|really|closed,medium,surprised_closed,I was surprised that the counter closed so early.
467,How was the library tonight?,Make an appropriate sentence.,I was surprised ____ ____ ____ ____ ____ ____ ____.,that|the|reading|room|closed|so|early,reading|that|so|early|closed|the|today|really|room,medium,surprised_closed,I was surprised that the reading room closed so early.
468,What happened at the food court?,Make an appropriate sentence.,I was surprised ____ ____ ____ ____ ____ ____ ____.,that|the|south|wing|closed|so|early,the|early|south|wing|really|closed|so|that,medium,surprised_closed,I was surprised that the south wing closed so early.
469,Did you make it to the visitor center?,Make an appropriate sentence.,I was ____ ____ ____ ____ ____ ____ ____.,surprised|that|the|office|closed|so|early,office|that|so|closed|surprised|really|early|the,medium,surprised_closed,I was surprised that the office closed so early.
470,How was the city archive today?,Make an appropriate sentence.,I was ____ ____ ____ ____ ____ ____ ____.,surprised|that|the|room|closed|so|early,so|surprised|really|the|room|that|closed|early,medium,surprised_closed,I was surprised that the room closed so early.
471,Did you visit the art supply store?,Make an appropriate sentence.,I was ____ ____ ____ ____ ____ ____ ____.,surprised|that|the|store|closed|so|early,so|really|the|today|that|early|store|surprised|closed,medium,surprised_closed,I was surprised that the store closed so early.
472,What happened at the bus office?,Make an appropriate sentence.,I was ____ ____ ____ ____ ____ ____ ____.,surprised|that|the|window|closed|so|early,so|that|the|early|really|surprised|closed|window,medium,surprised_closed,I was surprised that the window closed so early.
473,Did you get to the clinic in time?,Make an appropriate sentence.,I was ____ ____ ____ ____ ____ ____ ____.,surprised|that|the|desk|closed|so|early,closed|so|really|desk|early|the|surprised|that,medium,surprised_closed,I was surprised that the desk closed so early.
474,What was the pool schedule like?,Make an appropriate sentence.,I was ____ ____ ____ ____ ____ ____ ____.,surprised|that|the|entrance|closed|so|early,today|early|so|that|closed|entrance|surprised|really|the,medium,surprised_closed,I was surprised that the entrance closed so early.
475,Did you go to the copy center?,Make an appropriate sentence.,I was ____ ____ ____ ____ ____ ____ ____.,surprised|that|the|counter|closed|so|early,surprised|early|so|that|closed|really|the|counter|today,medium,surprised_closed,I was surprised that the counter closed so early.
476,How was the language lab tonight?,Make an appropriate sentence.,I was ____ ____ ____ ____ ____ ____ ____.,surprised|that|the|lab|closed|so|early,the|really|lab|so|closed|early|today|that|surprised,medium,surprised_closed,I was surprised that the lab closed so early.
